category,region,distance,time_required,level,subway,Transportation,course_name,course_detail,explain,point_number,point_name,long_,lat_
한양도성길,종로구중구,1.8km, 1시간,1,1호선2호선3호선4호선5호선,출발지 : 동대문역(1ㆍ4호선) 6번 7번 출구 → 흥인지문<br /> 진입로 : 동대문역사문화공원역(245호선) 3번출구 → 도보5분 → 광희문<br /> 도착지 : 동대입구역(3호선) 5번 출구 → 장충체육관   ,흥인지문구간, 흥인지문-동대문역사문화공원(옛 동대문운동장 터)-광희문-장충체육관, 흥인지문에서 광희문을 지나 장충체육관까지 이어지는 구간이다. 흥인지문 일대는 도성 안에서 가장 지대가 낮아 성 안의 물이 이곳으로 흘러들어 수문(오간수문?이간수문)으로 빠져 나갔고 하도감? 염초청?훈련원 등의 군사시설도 밀집했다. 대한제국 시기에는 전차개설로 일제강점기에는 도로 건설과 경성운동장 건설 등으로 해방 후에는 도로 확장과 주택 건설 등으로 인해 흥인지문에서 장충동에 이르는 성벽 대부분이 철거?훼손되었다. 현재 이간수문은 원 위치에 정비되어 있고 하도감 유구는 동대문역사문화공원 안으로 이전되어 전시 중이다. 주변의 동대문디자인플라자?동대문시장?평화시장?방산시장 등에서는 쇼핑도 즐길 수 있다.<br /> ※광희문에서 장충체육관 방면으로 가는 길은 민가 지역이니 조용히 걷는 배려가 필요하다.<br /> ※자세한 사항은 한양도성 홈페이지(<A HREF='http://seoulcitywall.seoul.go.kr'>http://seoulcitywall.seoul.go.kr</A>)에서 확인하실 수 있습니다.,1445,광희문,127.0099875,37.5643621
한양도성길,종로구중구,1.8km, 1시간,1,1호선2호선3호선4호선5호선,출발지 : 동대문역(1ㆍ4호선) 6번 7번 출구 → 흥인지문<br /> 진입로 : 동대문역사문화공원역(245호선) 3번출구 → 도보5분 → 광희문<br /> 도착지 : 동대입구역(3호선) 5번 출구 → 장충체육관   ,흥인지문구간, 흥인지문-동대문역사문화공원(옛 동대문운동장 터)-광희문-장충체육관, 흥인지문에서 광희문을 지나 장충체육관까지 이어지는 구간이다. 흥인지문 일대는 도성 안에서 가장 지대가 낮아 성 안의 물이 이곳으로 흘러들어 수문(오간수문?이간수문)으로 빠져 나갔고 하도감? 염초청?훈련원 등의 군사시설도 밀집했다. 대한제국 시기에는 전차개설로 일제강점기에는 도로 건설과 경성운동장 건설 등으로 해방 후에는 도로 확장과 주택 건설 등으로 인해 흥인지문에서 장충동에 이르는 성벽 대부분이 철거?훼손되었다. 현재 이간수문은 원 위치에 정비되어 있고 하도감 유구는 동대문역사문화공원 안으로 이전되어 전시 중이다. 주변의 동대문디자인플라자?동대문시장?평화시장?방산시장 등에서는 쇼핑도 즐길 수 있다.<br /> ※광희문에서 장충체육관 방면으로 가는 길은 민가 지역이니 조용히 걷는 배려가 필요하다.<br /> ※자세한 사항은 한양도성 홈페이지(<A HREF='http://seoulcitywall.seoul.go.kr'>http://seoulcitywall.seoul.go.kr</A>)에서 확인하실 수 있습니다.,1444,흥인지문,127.0096958,37.57109843
한양도성길,종로구중구,1.8km, 1시간,1,1호선2호선3호선4호선5호선,출발지 : 동대문역(1ㆍ4호선) 6번 7번 출구 → 흥인지문<br /> 진입로 : 동대문역사문화공원역(245호선) 3번출구 → 도보5분 → 광희문<br /> 도착지 : 동대입구역(3호선) 5번 출구 → 장충체육관   ,흥인지문구간, 흥인지문-동대문역사문화공원(옛 동대문운동장 터)-광희문-장충체육관, 흥인지문에서 광희문을 지나 장충체육관까지 이어지는 구간이다. 흥인지문 일대는 도성 안에서 가장 지대가 낮아 성 안의 물이 이곳으로 흘러들어 수문(오간수문?이간수문)으로 빠져 나갔고 하도감? 염초청?훈련원 등의 군사시설도 밀집했다. 대한제국 시기에는 전차개설로 일제강점기에는 도로 건설과 경성운동장 건설 등으로 해방 후에는 도로 확장과 주택 건설 등으로 인해 흥인지문에서 장충동에 이르는 성벽 대부분이 철거?훼손되었다. 현재 이간수문은 원 위치에 정비되어 있고 하도감 유구는 동대문역사문화공원 안으로 이전되어 전시 중이다. 주변의 동대문디자인플라자?동대문시장?평화시장?방산시장 등에서는 쇼핑도 즐길 수 있다.<br /> ※광희문에서 장충체육관 방면으로 가는 길은 민가 지역이니 조용히 걷는 배려가 필요하다.<br /> ※자세한 사항은 한양도성 홈페이지(<A HREF='http://seoulcitywall.seoul.go.kr'>http://seoulcitywall.seoul.go.kr</A>)에서 확인하실 수 있습니다.,1467,동대문문화역사공원역 지하철 2 4 5호선,127.0088366,37.56577923
한양도성길,종로구중구,1.8km, 1시간,1,1호선2호선3호선4호선5호선,출발지 : 동대문역(1ㆍ4호선) 6번 7번 출구 → 흥인지문<br /> 진입로 : 동대문역사문화공원역(245호선) 3번출구 → 도보5분 → 광희문<br /> 도착지 : 동대입구역(3호선) 5번 출구 → 장충체육관   ,흥인지문구간, 흥인지문-동대문역사문화공원(옛 동대문운동장 터)-광희문-장충체육관, 흥인지문에서 광희문을 지나 장충체육관까지 이어지는 구간이다. 흥인지문 일대는 도성 안에서 가장 지대가 낮아 성 안의 물이 이곳으로 흘러들어 수문(오간수문?이간수문)으로 빠져 나갔고 하도감? 염초청?훈련원 등의 군사시설도 밀집했다. 대한제국 시기에는 전차개설로 일제강점기에는 도로 건설과 경성운동장 건설 등으로 해방 후에는 도로 확장과 주택 건설 등으로 인해 흥인지문에서 장충동에 이르는 성벽 대부분이 철거?훼손되었다. 현재 이간수문은 원 위치에 정비되어 있고 하도감 유구는 동대문역사문화공원 안으로 이전되어 전시 중이다. 주변의 동대문디자인플라자?동대문시장?평화시장?방산시장 등에서는 쇼핑도 즐길 수 있다.<br /> ※광희문에서 장충체육관 방면으로 가는 길은 민가 지역이니 조용히 걷는 배려가 필요하다.<br /> ※자세한 사항은 한양도성 홈페이지(<A HREF='http://seoulcitywall.seoul.go.kr'>http://seoulcitywall.seoul.go.kr</A>)에서 확인하실 수 있습니다.,1465,동대문역 1 4호선,127.009675,37.57142649
한양도성길,종로구중구,1.8km, 1시간,1,1호선2호선3호선4호선5호선,출발지 : 동대문역(1ㆍ4호선) 6번 7번 출구 → 흥인지문<br /> 진입로 : 동대문역사문화공원역(245호선) 3번출구 → 도보5분 → 광희문<br /> 도착지 : 동대입구역(3호선) 5번 출구 → 장충체육관   ,흥인지문구간, 흥인지문-동대문역사문화공원(옛 동대문운동장 터)-광희문-장충체육관, 흥인지문에서 광희문을 지나 장충체육관까지 이어지는 구간이다. 흥인지문 일대는 도성 안에서 가장 지대가 낮아 성 안의 물이 이곳으로 흘러들어 수문(오간수문?이간수문)으로 빠져 나갔고 하도감? 염초청?훈련원 등의 군사시설도 밀집했다. 대한제국 시기에는 전차개설로 일제강점기에는 도로 건설과 경성운동장 건설 등으로 해방 후에는 도로 확장과 주택 건설 등으로 인해 흥인지문에서 장충동에 이르는 성벽 대부분이 철거?훼손되었다. 현재 이간수문은 원 위치에 정비되어 있고 하도감 유구는 동대문역사문화공원 안으로 이전되어 전시 중이다. 주변의 동대문디자인플라자?동대문시장?평화시장?방산시장 등에서는 쇼핑도 즐길 수 있다.<br /> ※광희문에서 장충체육관 방면으로 가는 길은 민가 지역이니 조용히 걷는 배려가 필요하다.<br /> ※자세한 사항은 한양도성 홈페이지(<A HREF='http://seoulcitywall.seoul.go.kr'>http://seoulcitywall.seoul.go.kr</A>)에서 확인하실 수 있습니다.,1466,동대입구역 지하철 3호선,127.006363,37.55880244
한양도성길,종로구,4km, 2시간 30분,2,1호선2호선3호선5호선,출발지  <br /> ㆍ서대문역(5호선) 4번 출구 → 도보 7분 → 돈의문 터?강북삼성병원<br /> ㆍ시청역(12호선) 2번 출구 → 도보 20분 → 돈의문 터?강북삼성병원<br /> ㆍ간선 101 710 470 471 704 720 601 N37(서대문역사거리)<br /> ㆍ종로05(강북삼성병원)<br />  도착지 : 경복궁역(3호선) 3번출구 → 경복궁역 정류장 → 지선버스 7022 7012 1020번(자하문고개.윤동주시인의언덕)  ,인왕산구간,돈의문 터-인왕산 정상-윤동주 시인의 언덕-창의문, 돈의문 터에서 시작해 인왕산을 넘어 윤동주 시인의 언덕까지 이어지는 구간이다. 해발 338m인 인왕산은 풍수상 우백호(右白虎)에 해당한다. 거대한 바위들이 노출되어 있는 바위산으로 치마바위 선바위 기차바위 등 기암괴석이 많다. 인왕(仁王)은 불교식 명칭으로 무학대사가 이 산을 주산으로 삼으면 불교가 융성할 것이라고 하였다는 이야기가 전한다. 1968년 1?21 사태 이후 민간인 출입이 통제되다가 1993년 개방되었다.<br /> ※인왕산은 바위 구간이 많아서 겨울철 등산 시에 주의해야 한다. (인왕산으로 진입하면 화장실이 없으므로 출발 전 미리 다녀오는 것이 좋다.<br /> ※매주 월요일 휴무 월요일이 공휴일인 경우 화요일 휴무<br />  ※자세한 사항은 한양도성 홈페이지(<A HREF='http://seoulcitywall.seoul.go.kr'>http://seoulcitywall.seoul.go.kr</A>)에서 확인하실 수 있습니다.,1442, 사직근린공원,126.9677219,37.57565771
한양도성길,종로구,4km, 2시간 30분,2,1호선2호선3호선5호선,출발지  <br /> ㆍ서대문역(5호선) 4번 출구 → 도보 7분 → 돈의문 터?강북삼성병원<br /> ㆍ시청역(12호선) 2번 출구 → 도보 20분 → 돈의문 터?강북삼성병원<br /> ㆍ간선 101 710 470 471 704 720 601 N37(서대문역사거리)<br /> ㆍ종로05(강북삼성병원)<br />  도착지 : 경복궁역(3호선) 3번출구 → 경복궁역 정류장 → 지선버스 7022 7012 1020번(자하문고개.윤동주시인의언덕)  ,인왕산구간,돈의문 터-인왕산 정상-윤동주 시인의 언덕-창의문, 돈의문 터에서 시작해 인왕산을 넘어 윤동주 시인의 언덕까지 이어지는 구간이다. 해발 338m인 인왕산은 풍수상 우백호(右白虎)에 해당한다. 거대한 바위들이 노출되어 있는 바위산으로 치마바위 선바위 기차바위 등 기암괴석이 많다. 인왕(仁王)은 불교식 명칭으로 무학대사가 이 산을 주산으로 삼으면 불교가 융성할 것이라고 하였다는 이야기가 전한다. 1968년 1?21 사태 이후 민간인 출입이 통제되다가 1993년 개방되었다.<br /> ※인왕산은 바위 구간이 많아서 겨울철 등산 시에 주의해야 한다. (인왕산으로 진입하면 화장실이 없으므로 출발 전 미리 다녀오는 것이 좋다.<br /> ※매주 월요일 휴무 월요일이 공휴일인 경우 화요일 휴무<br />  ※자세한 사항은 한양도성 홈페이지(<A HREF='http://seoulcitywall.seoul.go.kr'>http://seoulcitywall.seoul.go.kr</A>)에서 확인하실 수 있습니다.,1463,서대문역 지하철 5호선,126.9664523,37.5657424
한양도성길,종로구,4km, 2시간 30분,2,1호선2호선3호선5호선,출발지  <br /> ㆍ서대문역(5호선) 4번 출구 → 도보 7분 → 돈의문 터?강북삼성병원<br /> ㆍ시청역(12호선) 2번 출구 → 도보 20분 → 돈의문 터?강북삼성병원<br /> ㆍ간선 101 710 470 471 704 720 601 N37(서대문역사거리)<br /> ㆍ종로05(강북삼성병원)<br />  도착지 : 경복궁역(3호선) 3번출구 → 경복궁역 정류장 → 지선버스 7022 7012 1020번(자하문고개.윤동주시인의언덕)  ,인왕산구간,돈의문 터-인왕산 정상-윤동주 시인의 언덕-창의문, 돈의문 터에서 시작해 인왕산을 넘어 윤동주 시인의 언덕까지 이어지는 구간이다. 해발 338m인 인왕산은 풍수상 우백호(右白虎)에 해당한다. 거대한 바위들이 노출되어 있는 바위산으로 치마바위 선바위 기차바위 등 기암괴석이 많다. 인왕(仁王)은 불교식 명칭으로 무학대사가 이 산을 주산으로 삼으면 불교가 융성할 것이라고 하였다는 이야기가 전한다. 1968년 1?21 사태 이후 민간인 출입이 통제되다가 1993년 개방되었다.<br /> ※인왕산은 바위 구간이 많아서 겨울철 등산 시에 주의해야 한다. (인왕산으로 진입하면 화장실이 없으므로 출발 전 미리 다녀오는 것이 좋다.<br /> ※매주 월요일 휴무 월요일이 공휴일인 경우 화요일 휴무<br />  ※자세한 사항은 한양도성 홈페이지(<A HREF='http://seoulcitywall.seoul.go.kr'>http://seoulcitywall.seoul.go.kr</A>)에서 확인하실 수 있습니다.,1462,자하문고개?윤동주시인의언덕,126.9672678,37.59224253
한양도성길,종로구,4km, 2시간 30분,2,1호선2호선3호선5호선,출발지  <br /> ㆍ서대문역(5호선) 4번 출구 → 도보 7분 → 돈의문 터?강북삼성병원<br /> ㆍ시청역(12호선) 2번 출구 → 도보 20분 → 돈의문 터?강북삼성병원<br /> ㆍ간선 101 710 470 471 704 720 601 N37(서대문역사거리)<br /> ㆍ종로05(강북삼성병원)<br />  도착지 : 경복궁역(3호선) 3번출구 → 경복궁역 정류장 → 지선버스 7022 7012 1020번(자하문고개.윤동주시인의언덕)  ,인왕산구간,돈의문 터-인왕산 정상-윤동주 시인의 언덕-창의문, 돈의문 터에서 시작해 인왕산을 넘어 윤동주 시인의 언덕까지 이어지는 구간이다. 해발 338m인 인왕산은 풍수상 우백호(右白虎)에 해당한다. 거대한 바위들이 노출되어 있는 바위산으로 치마바위 선바위 기차바위 등 기암괴석이 많다. 인왕(仁王)은 불교식 명칭으로 무학대사가 이 산을 주산으로 삼으면 불교가 융성할 것이라고 하였다는 이야기가 전한다. 1968년 1?21 사태 이후 민간인 출입이 통제되다가 1993년 개방되었다.<br /> ※인왕산은 바위 구간이 많아서 겨울철 등산 시에 주의해야 한다. (인왕산으로 진입하면 화장실이 없으므로 출발 전 미리 다녀오는 것이 좋다.<br /> ※매주 월요일 휴무 월요일이 공휴일인 경우 화요일 휴무<br />  ※자세한 사항은 한양도성 홈페이지(<A HREF='http://seoulcitywall.seoul.go.kr'>http://seoulcitywall.seoul.go.kr</A>)에서 확인하실 수 있습니다.,1443,창의문,126.9664771,37.5926027
한양도성길,종로구,4km, 2시간 30분,2,1호선2호선3호선5호선,출발지  <br /> ㆍ서대문역(5호선) 4번 출구 → 도보 7분 → 돈의문 터?강북삼성병원<br /> ㆍ시청역(12호선) 2번 출구 → 도보 20분 → 돈의문 터?강북삼성병원<br /> ㆍ간선 101 710 470 471 704 720 601 N37(서대문역사거리)<br /> ㆍ종로05(강북삼성병원)<br />  도착지 : 경복궁역(3호선) 3번출구 → 경복궁역 정류장 → 지선버스 7022 7012 1020번(자하문고개.윤동주시인의언덕)  ,인왕산구간,돈의문 터-인왕산 정상-윤동주 시인의 언덕-창의문, 돈의문 터에서 시작해 인왕산을 넘어 윤동주 시인의 언덕까지 이어지는 구간이다. 해발 338m인 인왕산은 풍수상 우백호(右白虎)에 해당한다. 거대한 바위들이 노출되어 있는 바위산으로 치마바위 선바위 기차바위 등 기암괴석이 많다. 인왕(仁王)은 불교식 명칭으로 무학대사가 이 산을 주산으로 삼으면 불교가 융성할 것이라고 하였다는 이야기가 전한다. 1968년 1?21 사태 이후 민간인 출입이 통제되다가 1993년 개방되었다.<br /> ※인왕산은 바위 구간이 많아서 겨울철 등산 시에 주의해야 한다. (인왕산으로 진입하면 화장실이 없으므로 출발 전 미리 다녀오는 것이 좋다.<br /> ※매주 월요일 휴무 월요일이 공휴일인 경우 화요일 휴무<br />  ※자세한 사항은 한양도성 홈페이지(<A HREF='http://seoulcitywall.seoul.go.kr'>http://seoulcitywall.seoul.go.kr</A>)에서 확인하실 수 있습니다.,1441,종로문화체육센터,126.964556,37.57418766
