코스 카테고리,코스 카테고리명,강북강남구분코드,강북강남구분,자치구,거리,소요시간,코스레벨,추천수,연계지하철,교통편,설명,PDF파일경로,코스명,작성시간,세부코스,포인트순번,포인트명칭,X 좌표,Y 좌표,포인트 설명
1000,생태문화길,2,강북,동대문구,3.51km,2시간,2,0,1호선중앙선,진입로 1 : 시립대입구 버스 정류장 마을 동대문05 <br />    진입로 2 : 답십리2동한양아파트앞 버스 정류장(06-228) 간선 262 지선 2112 3220 <br />    진입로 3 : 배봉초등학교앞 버스 정류장(06-210) 지선 2015 2233 2311 2230  <br />    진입로 4 : 도보진입 <br /> - 지하철 1호선 중앙선 회기역 2번 출구에서 삼육병원으로 이동 배봉산근린공원입구로 진입(약 800m)<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 동대문구에서 조성한 녹지순환산책로를 접근이 용이하도록 재구성한 코스이다. 따라서 배봉산근린공원이 그 중심을 이룬다. 배봉산근린공원은 산이 부족한 동대문구의 보조 산소통이다. 배봉산은 동대문구 전농동에 있는 표고 110m의 산이다. 배봉산이라는 이름은 조선조 영조때 사도세자가 당쟁에 의해 죽은 뒤 이곳에 장례를 지냈는데 사도세자의 아들인 정조가 평생에 못다한 불효를 속죄한다며 날마다 부친의 묘소를 향해 배례를 하면서 산이름이 배봉산(拜峰山)으로 불려졌다. 서울시립대학교가 위치해 있으며 조선시대 영우원과 휘경원 등 왕실 묘원이 마련되어 있었으며 목마장의 울타리가 지났던 곳이다.<br /> ※배봉산은 작은 동산이라 누구나 쉽게 오를 수 있고 능선도 완만하게 이어져 시민들에게 사랑받는 산책로이다. 높은 산처럼 조망이 좋지는 않지만 우거진 나무들 덕에 가을에는 낙엽을 밟으며 가을을 몸으로 느낄 수 있다.,http://gil.seoul.go.kr/view/course/2014/07/16/4385704558363439.zip,배봉산 답십리 나들길,21:54.0, 배봉산 출입구~답십리 근린공원~배봉산근린공원 진입,828,버스정류장(답십리2동한양아파트앞),205405.0777,452605.8988,버스정류장(답십리2동한양아파트앞)
1000,생태문화길,2,강북,동대문구,3.51km,2시간,2,0,1호선중앙선,진입로 1 : 시립대입구 버스 정류장 마을 동대문05 <br />    진입로 2 : 답십리2동한양아파트앞 버스 정류장(06-228) 간선 262 지선 2112 3220 <br />    진입로 3 : 배봉초등학교앞 버스 정류장(06-210) 지선 2015 2233 2311 2230  <br />    진입로 4 : 도보진입 <br /> - 지하철 1호선 중앙선 회기역 2번 출구에서 삼육병원으로 이동 배봉산근린공원입구로 진입(약 800m)<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 동대문구에서 조성한 녹지순환산책로를 접근이 용이하도록 재구성한 코스이다. 따라서 배봉산근린공원이 그 중심을 이룬다. 배봉산근린공원은 산이 부족한 동대문구의 보조 산소통이다. 배봉산은 동대문구 전농동에 있는 표고 110m의 산이다. 배봉산이라는 이름은 조선조 영조때 사도세자가 당쟁에 의해 죽은 뒤 이곳에 장례를 지냈는데 사도세자의 아들인 정조가 평생에 못다한 불효를 속죄한다며 날마다 부친의 묘소를 향해 배례를 하면서 산이름이 배봉산(拜峰山)으로 불려졌다. 서울시립대학교가 위치해 있으며 조선시대 영우원과 휘경원 등 왕실 묘원이 마련되어 있었으며 목마장의 울타리가 지났던 곳이다.<br /> ※배봉산은 작은 동산이라 누구나 쉽게 오를 수 있고 능선도 완만하게 이어져 시민들에게 사랑받는 산책로이다. 높은 산처럼 조망이 좋지는 않지만 우거진 나무들 덕에 가을에는 낙엽을 밟으며 가을을 몸으로 느낄 수 있다.,http://gil.seoul.go.kr/view/course/2014/07/16/4385704558363439.zip,배봉산 답십리 나들길,21:54.0, 배봉산 출입구~답십리 근린공원~배봉산근린공원 진입,827,전농중학교 후문,205330.1549,453598.5232,전농중학교 후문
1000,생태문화길,2,강북,동대문구,3.51km,2시간,2,0,1호선중앙선,진입로 1 : 시립대입구 버스 정류장 마을 동대문05 <br />    진입로 2 : 답십리2동한양아파트앞 버스 정류장(06-228) 간선 262 지선 2112 3220 <br />    진입로 3 : 배봉초등학교앞 버스 정류장(06-210) 지선 2015 2233 2311 2230  <br />    진입로 4 : 도보진입 <br /> - 지하철 1호선 중앙선 회기역 2번 출구에서 삼육병원으로 이동 배봉산근린공원입구로 진입(약 800m)<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 동대문구에서 조성한 녹지순환산책로를 접근이 용이하도록 재구성한 코스이다. 따라서 배봉산근린공원이 그 중심을 이룬다. 배봉산근린공원은 산이 부족한 동대문구의 보조 산소통이다. 배봉산은 동대문구 전농동에 있는 표고 110m의 산이다. 배봉산이라는 이름은 조선조 영조때 사도세자가 당쟁에 의해 죽은 뒤 이곳에 장례를 지냈는데 사도세자의 아들인 정조가 평생에 못다한 불효를 속죄한다며 날마다 부친의 묘소를 향해 배례를 하면서 산이름이 배봉산(拜峰山)으로 불려졌다. 서울시립대학교가 위치해 있으며 조선시대 영우원과 휘경원 등 왕실 묘원이 마련되어 있었으며 목마장의 울타리가 지났던 곳이다.<br /> ※배봉산은 작은 동산이라 누구나 쉽게 오를 수 있고 능선도 완만하게 이어져 시민들에게 사랑받는 산책로이다. 높은 산처럼 조망이 좋지는 않지만 우거진 나무들 덕에 가을에는 낙엽을 밟으며 가을을 몸으로 느낄 수 있다.,http://gil.seoul.go.kr/view/course/2014/07/16/4385704558363439.zip,배봉산 답십리 나들길,21:54.0, 배봉산 출입구~답십리 근린공원~배봉산근린공원 진입,826,버스정류장(서울시립대입구),204728.7804,453793.0378,버스정류장(서울시립대입구)
1000,생태문화길,2,강북,동대문구,3.51km,2시간,2,0,1호선중앙선,진입로 1 : 시립대입구 버스 정류장 마을 동대문05 <br />    진입로 2 : 답십리2동한양아파트앞 버스 정류장(06-228) 간선 262 지선 2112 3220 <br />    진입로 3 : 배봉초등학교앞 버스 정류장(06-210) 지선 2015 2233 2311 2230  <br />    진입로 4 : 도보진입 <br /> - 지하철 1호선 중앙선 회기역 2번 출구에서 삼육병원으로 이동 배봉산근린공원입구로 진입(약 800m)<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 동대문구에서 조성한 녹지순환산책로를 접근이 용이하도록 재구성한 코스이다. 따라서 배봉산근린공원이 그 중심을 이룬다. 배봉산근린공원은 산이 부족한 동대문구의 보조 산소통이다. 배봉산은 동대문구 전농동에 있는 표고 110m의 산이다. 배봉산이라는 이름은 조선조 영조때 사도세자가 당쟁에 의해 죽은 뒤 이곳에 장례를 지냈는데 사도세자의 아들인 정조가 평생에 못다한 불효를 속죄한다며 날마다 부친의 묘소를 향해 배례를 하면서 산이름이 배봉산(拜峰山)으로 불려졌다. 서울시립대학교가 위치해 있으며 조선시대 영우원과 휘경원 등 왕실 묘원이 마련되어 있었으며 목마장의 울타리가 지났던 곳이다.<br /> ※배봉산은 작은 동산이라 누구나 쉽게 오를 수 있고 능선도 완만하게 이어져 시민들에게 사랑받는 산책로이다. 높은 산처럼 조망이 좋지는 않지만 우거진 나무들 덕에 가을에는 낙엽을 밟으며 가을을 몸으로 느낄 수 있다.,http://gil.seoul.go.kr/view/course/2014/07/16/4385704558363439.zip,배봉산 답십리 나들길,21:54.0, 배봉산 출입구~답십리 근린공원~배봉산근린공원 진입,832,배봉산 출입구,205593.5198,453213.3968, 휘경동에 있는 배봉산은 현재 동대문구에 위치하여 많은 사람들에게 개방되어 있다. 지명은 정조의 후궁인 수빈박씨의 무덤인 휘경원이 있었던것에서 유래한다. 뿐만 아니라 이곳에는 정조의 아버지인 사도세자가 수원으로 이장되기 전까지 있었던 무덤인 영우원이 위치하였던 곳으로 사람들이 지나가면서 절을 하였다는 이야기가 전해져 내려온다.    더불어 배봉산 정상을 가면 옛 토루가 있었던 배봉산 토루지가 있다. 조사결과 삼국시대 및 고구려 시대의 토기파편이 발견되었는데 이는 배봉산이 삼국시대부터 군사시설이 있었다는 것으로 보인다.     현재에도 배봉산 토루지가 위치하고 있다.    공원내 50년 넘게 공원경관을 저해하던 삼육의료원 담장을 철거하고 그 자리에 야생화단지 생태연못 지압보도 등을 설치하여 자연학습장 및 주민휴식공간으로 조성하였고 그 밖에 어린이놀이터 및 야외공연장 각종 운동시설 산책로가 있어 주민의 생활문화향상 및 여가생활의 장으로 활용되고 있다.    매년 5월에 구민 걷기대회가 열리고 문화관련 음악행사 배봉산 숲길여행 프로그램이 운영되어 공원이용이 활성화된 곳이다.
1000,생태문화길,2,강북,동대문구,3.51km,2시간,2,0,1호선중앙선,진입로 1 : 시립대입구 버스 정류장 마을 동대문05 <br />    진입로 2 : 답십리2동한양아파트앞 버스 정류장(06-228) 간선 262 지선 2112 3220 <br />    진입로 3 : 배봉초등학교앞 버스 정류장(06-210) 지선 2015 2233 2311 2230  <br />    진입로 4 : 도보진입 <br /> - 지하철 1호선 중앙선 회기역 2번 출구에서 삼육병원으로 이동 배봉산근린공원입구로 진입(약 800m)<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 동대문구에서 조성한 녹지순환산책로를 접근이 용이하도록 재구성한 코스이다. 따라서 배봉산근린공원이 그 중심을 이룬다. 배봉산근린공원은 산이 부족한 동대문구의 보조 산소통이다. 배봉산은 동대문구 전농동에 있는 표고 110m의 산이다. 배봉산이라는 이름은 조선조 영조때 사도세자가 당쟁에 의해 죽은 뒤 이곳에 장례를 지냈는데 사도세자의 아들인 정조가 평생에 못다한 불효를 속죄한다며 날마다 부친의 묘소를 향해 배례를 하면서 산이름이 배봉산(拜峰山)으로 불려졌다. 서울시립대학교가 위치해 있으며 조선시대 영우원과 휘경원 등 왕실 묘원이 마련되어 있었으며 목마장의 울타리가 지났던 곳이다.<br /> ※배봉산은 작은 동산이라 누구나 쉽게 오를 수 있고 능선도 완만하게 이어져 시민들에게 사랑받는 산책로이다. 높은 산처럼 조망이 좋지는 않지만 우거진 나무들 덕에 가을에는 낙엽을 밟으며 가을을 몸으로 느낄 수 있다.,http://gil.seoul.go.kr/view/course/2014/07/16/4385704558363439.zip,배봉산 답십리 나들길,21:54.0, 배봉산 출입구~답십리 근린공원~배봉산근린공원 진입,831,진달래 숲,205698.5908,453893.7197,진달래 숲
1000,생태문화길,2,강북,동대문구,3.51km,2시간,2,0,1호선중앙선,진입로 1 : 시립대입구 버스 정류장 마을 동대문05 <br />    진입로 2 : 답십리2동한양아파트앞 버스 정류장(06-228) 간선 262 지선 2112 3220 <br />    진입로 3 : 배봉초등학교앞 버스 정류장(06-210) 지선 2015 2233 2311 2230  <br />    진입로 4 : 도보진입 <br /> - 지하철 1호선 중앙선 회기역 2번 출구에서 삼육병원으로 이동 배봉산근린공원입구로 진입(약 800m)<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 동대문구에서 조성한 녹지순환산책로를 접근이 용이하도록 재구성한 코스이다. 따라서 배봉산근린공원이 그 중심을 이룬다. 배봉산근린공원은 산이 부족한 동대문구의 보조 산소통이다. 배봉산은 동대문구 전농동에 있는 표고 110m의 산이다. 배봉산이라는 이름은 조선조 영조때 사도세자가 당쟁에 의해 죽은 뒤 이곳에 장례를 지냈는데 사도세자의 아들인 정조가 평생에 못다한 불효를 속죄한다며 날마다 부친의 묘소를 향해 배례를 하면서 산이름이 배봉산(拜峰山)으로 불려졌다. 서울시립대학교가 위치해 있으며 조선시대 영우원과 휘경원 등 왕실 묘원이 마련되어 있었으며 목마장의 울타리가 지났던 곳이다.<br /> ※배봉산은 작은 동산이라 누구나 쉽게 오를 수 있고 능선도 완만하게 이어져 시민들에게 사랑받는 산책로이다. 높은 산처럼 조망이 좋지는 않지만 우거진 나무들 덕에 가을에는 낙엽을 밟으며 가을을 몸으로 느낄 수 있다.,http://gil.seoul.go.kr/view/course/2014/07/16/4385704558363439.zip,배봉산 답십리 나들길,21:54.0, 배봉산 출입구~답십리 근린공원~배봉산근린공원 진입,830,삼육의료원입구,205514.3648,454497.6962,삼육의료원입구
1000,생태문화길,2,강북,동대문구,3.51km,2시간,2,0,1호선중앙선,진입로 1 : 시립대입구 버스 정류장 마을 동대문05 <br />    진입로 2 : 답십리2동한양아파트앞 버스 정류장(06-228) 간선 262 지선 2112 3220 <br />    진입로 3 : 배봉초등학교앞 버스 정류장(06-210) 지선 2015 2233 2311 2230  <br />    진입로 4 : 도보진입 <br /> - 지하철 1호선 중앙선 회기역 2번 출구에서 삼육병원으로 이동 배봉산근린공원입구로 진입(약 800m)<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 동대문구에서 조성한 녹지순환산책로를 접근이 용이하도록 재구성한 코스이다. 따라서 배봉산근린공원이 그 중심을 이룬다. 배봉산근린공원은 산이 부족한 동대문구의 보조 산소통이다. 배봉산은 동대문구 전농동에 있는 표고 110m의 산이다. 배봉산이라는 이름은 조선조 영조때 사도세자가 당쟁에 의해 죽은 뒤 이곳에 장례를 지냈는데 사도세자의 아들인 정조가 평생에 못다한 불효를 속죄한다며 날마다 부친의 묘소를 향해 배례를 하면서 산이름이 배봉산(拜峰山)으로 불려졌다. 서울시립대학교가 위치해 있으며 조선시대 영우원과 휘경원 등 왕실 묘원이 마련되어 있었으며 목마장의 울타리가 지났던 곳이다.<br /> ※배봉산은 작은 동산이라 누구나 쉽게 오를 수 있고 능선도 완만하게 이어져 시민들에게 사랑받는 산책로이다. 높은 산처럼 조망이 좋지는 않지만 우거진 나무들 덕에 가을에는 낙엽을 밟으며 가을을 몸으로 느낄 수 있다.,http://gil.seoul.go.kr/view/course/2014/07/16/4385704558363439.zip,배봉산 답십리 나들길,21:54.0, 배봉산 출입구~답십리 근린공원~배봉산근린공원 진입,835, 배봉산 근린공원 진입,205661.1129,454176.2232,해발 100m를 턱걸이하듯 살짝 넘은 배봉산근린공원. 산이 절대 부족한 동대문구에서 유일하게 산지에 조성된 공원이기에 상당히 귀한 대접을 받는다. 잘 닦인 산책로가 능선과 중턱을 따라 이어지고 곳곳에 편의시설을 만들어 주민들의 큰 사랑을 받는다. 특히 2005년 들어 배봉산 북쪽 능선을 50년 동안 막고 있던 콘크리트 담장을 걷어내며 이곳 분위기를 완전 바꾸어 놓았다.
1000,생태문화길,2,강북,동대문구,3.51km,2시간,2,0,1호선중앙선,진입로 1 : 시립대입구 버스 정류장 마을 동대문05 <br />    진입로 2 : 답십리2동한양아파트앞 버스 정류장(06-228) 간선 262 지선 2112 3220 <br />    진입로 3 : 배봉초등학교앞 버스 정류장(06-210) 지선 2015 2233 2311 2230  <br />    진입로 4 : 도보진입 <br /> - 지하철 1호선 중앙선 회기역 2번 출구에서 삼육병원으로 이동 배봉산근린공원입구로 진입(약 800m)<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 동대문구에서 조성한 녹지순환산책로를 접근이 용이하도록 재구성한 코스이다. 따라서 배봉산근린공원이 그 중심을 이룬다. 배봉산근린공원은 산이 부족한 동대문구의 보조 산소통이다. 배봉산은 동대문구 전농동에 있는 표고 110m의 산이다. 배봉산이라는 이름은 조선조 영조때 사도세자가 당쟁에 의해 죽은 뒤 이곳에 장례를 지냈는데 사도세자의 아들인 정조가 평생에 못다한 불효를 속죄한다며 날마다 부친의 묘소를 향해 배례를 하면서 산이름이 배봉산(拜峰山)으로 불려졌다. 서울시립대학교가 위치해 있으며 조선시대 영우원과 휘경원 등 왕실 묘원이 마련되어 있었으며 목마장의 울타리가 지났던 곳이다.<br /> ※배봉산은 작은 동산이라 누구나 쉽게 오를 수 있고 능선도 완만하게 이어져 시민들에게 사랑받는 산책로이다. 높은 산처럼 조망이 좋지는 않지만 우거진 나무들 덕에 가을에는 낙엽을 밟으며 가을을 몸으로 느낄 수 있다.,http://gil.seoul.go.kr/view/course/2014/07/16/4385704558363439.zip,배봉산 답십리 나들길,21:54.0, 배봉산 출입구~답십리 근린공원~배봉산근린공원 진입,834,배봉산 약수터,205785.5666,453703.8114,배봉산 약수터
1000,생태문화길,2,강북,동대문구,3.51km,2시간,2,0,1호선중앙선,진입로 1 : 시립대입구 버스 정류장 마을 동대문05 <br />    진입로 2 : 답십리2동한양아파트앞 버스 정류장(06-228) 간선 262 지선 2112 3220 <br />    진입로 3 : 배봉초등학교앞 버스 정류장(06-210) 지선 2015 2233 2311 2230  <br />    진입로 4 : 도보진입 <br /> - 지하철 1호선 중앙선 회기역 2번 출구에서 삼육병원으로 이동 배봉산근린공원입구로 진입(약 800m)<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 동대문구에서 조성한 녹지순환산책로를 접근이 용이하도록 재구성한 코스이다. 따라서 배봉산근린공원이 그 중심을 이룬다. 배봉산근린공원은 산이 부족한 동대문구의 보조 산소통이다. 배봉산은 동대문구 전농동에 있는 표고 110m의 산이다. 배봉산이라는 이름은 조선조 영조때 사도세자가 당쟁에 의해 죽은 뒤 이곳에 장례를 지냈는데 사도세자의 아들인 정조가 평생에 못다한 불효를 속죄한다며 날마다 부친의 묘소를 향해 배례를 하면서 산이름이 배봉산(拜峰山)으로 불려졌다. 서울시립대학교가 위치해 있으며 조선시대 영우원과 휘경원 등 왕실 묘원이 마련되어 있었으며 목마장의 울타리가 지났던 곳이다.<br /> ※배봉산은 작은 동산이라 누구나 쉽게 오를 수 있고 능선도 완만하게 이어져 시민들에게 사랑받는 산책로이다. 높은 산처럼 조망이 좋지는 않지만 우거진 나무들 덕에 가을에는 낙엽을 밟으며 가을을 몸으로 느낄 수 있다.,http://gil.seoul.go.kr/view/course/2014/07/16/4385704558363439.zip,배봉산 답십리 나들길,21:54.0, 배봉산 출입구~답십리 근린공원~배봉산근린공원 진입,833,답십리 근린공원,205670.7615,452777.1181, 답십리명칭의 유래에는 여러 가지 전설이 있는데 조선 왕조 초기 무학대사가 왕도를 정하려고 이곳을 밟은데서 유래했다는 설과 동대문으로부터 십리 떨어진 거리에 있어 붙여진 것이라는 설도 있고 들이 넓어 답십리라 붙여졌다는 설 왕이 일년에 한차례씩 농민들의 고통을 체험하고자 논둑을 밟으며 모내기를 하였다는 것에서 지어진 것이라는 설 등이 있는데 어느 것이 정설인지 확실하지 않다.    다양한 체육시설 골프연습장과 종합체육시설을 비롯하여 배드민턴장 등 각종 체력단련시설이 설치되어 건강 증진을 위한 시설들이 조성되어 있고 구름다리로 연결된 숲속의 산책로는 주민들에게 편안한 휴식처를 제공하고 있다.
1000,생태문화길,2,강북,중랑구,3.73km,2시간,2,0,중앙선,진입로 : 양원역 지하철 중앙선 2번 출구 <br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.     , 개발제한구역 내 비닐하우스 등으로 훼손된 곳을 복원하여 학생소풍 및 가족단위 피크닉을 주제로 한 체험공원입니다. 인위적 시설을 최소화하였으며 건강한 숲을 주제로 한 생태학습 공원입니다. 또한 소규모 야외무대 설치 등 청소년 중심의 문화중심 공원으로 조성되었다. ,http://gil.seoul.go.kr/view/course/2014/02/27/9925263618369854.zip,중랑캠핑숲나들길,07:31.0, 중랑캠핑숲입구~망우산공원입구~나들이공원,824,극락사,210010.5353,456116.0871, 대한불교조계종 소속의 극락사는 불교대학을 개설하고 ‘극락사봉안당’이라는 납골당을 운영해 불교신자들을 모신다.
1000,생태문화길,2,강북,중랑구,3.73km,2시간,2,0,중앙선,진입로 : 양원역 지하철 중앙선 2번 출구 <br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.     , 개발제한구역 내 비닐하우스 등으로 훼손된 곳을 복원하여 학생소풍 및 가족단위 피크닉을 주제로 한 체험공원입니다. 인위적 시설을 최소화하였으며 건강한 숲을 주제로 한 생태학습 공원입니다. 또한 소규모 야외무대 설치 등 청소년 중심의 문화중심 공원으로 조성되었다. ,http://gil.seoul.go.kr/view/course/2014/02/27/9925263618369854.zip,중랑캠핑숲나들길,07:31.0, 중랑캠핑숲입구~망우산공원입구~나들이공원,825,나들이공원,209933.7612,456210.0872, 중랑구 망우동 산 일대에 인근 산림과 연계하여 조성한 공원으로 규모는 총 3만2000㎡이다. 인조잔디축구장 맨발공원 정자 등 다양한 휴식공간이 자리하고 있으며 기존 과수원을 그대로 살려 시민들이 과수원 체험을 할 수 있도록 조성되어있다.
1000,생태문화길,2,강북,중랑구,3.73km,2시간,2,0,중앙선,진입로 : 양원역 지하철 중앙선 2번 출구 <br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.     , 개발제한구역 내 비닐하우스 등으로 훼손된 곳을 복원하여 학생소풍 및 가족단위 피크닉을 주제로 한 체험공원입니다. 인위적 시설을 최소화하였으며 건강한 숲을 주제로 한 생태학습 공원입니다. 또한 소규모 야외무대 설치 등 청소년 중심의 문화중심 공원으로 조성되었다. ,http://gil.seoul.go.kr/view/course/2014/02/27/9925263618369854.zip,중랑캠핑숲나들길,07:31.0, 중랑캠핑숲입구~망우산공원입구~나들이공원,822,중랑캠핑숲 입구,209583.4706,456235.1081, 중랑캠핑숲은 가족단위 오토캠핑이 가능한 가족캠프존 청소년문화존 자연정취 그대로를 살린 생태학습존 한가로이 자연을 감상할 수 있는 숲체험존 등의 네 개 구역으로 특색 있게 운영된다.  특히 가족캠프존은 오토캠핑장으로 총 47면의 캠핑사이트가 설치되어 있어 1일 최대 200명 이상 이용이 가능하다. 각 사이트별로 공간이 넓고 잘 꾸며져 있으며 바베큐장 스파 및 샤워실 등도 별도로 설치되어 있다. 이용요금은 1명당 25000원이며 전기사용료와 물품 대여료 등 다른 편의시설을 즐기기 위해선 추가비용이 든다. 지하철 중앙선 양원역 2번 출구에서 정면으로 500m 앞에 있다.    ※ 홈페이지 : parks.seoul.go.kr/JungnangCampGround
1000,생태문화길,2,강북,중랑구,3.73km,2시간,2,0,중앙선,진입로 : 양원역 지하철 중앙선 2번 출구 <br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.     , 개발제한구역 내 비닐하우스 등으로 훼손된 곳을 복원하여 학생소풍 및 가족단위 피크닉을 주제로 한 체험공원입니다. 인위적 시설을 최소화하였으며 건강한 숲을 주제로 한 생태학습 공원입니다. 또한 소규모 야외무대 설치 등 청소년 중심의 문화중심 공원으로 조성되었다. ,http://gil.seoul.go.kr/view/course/2014/02/27/9925263618369854.zip,중랑캠핑숲나들길,07:31.0, 중랑캠핑숲입구~망우산공원입구~나들이공원,821,지하철정류장(양원역2번출입구),209507.0565,456310.679,지하철정류장(양원역2번출입구)
1000,생태문화길,2,강북,중랑구,3.73km,2시간,2,0,중앙선,진입로 : 양원역 지하철 중앙선 2번 출구 <br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.     , 개발제한구역 내 비닐하우스 등으로 훼손된 곳을 복원하여 학생소풍 및 가족단위 피크닉을 주제로 한 체험공원입니다. 인위적 시설을 최소화하였으며 건강한 숲을 주제로 한 생태학습 공원입니다. 또한 소규모 야외무대 설치 등 청소년 중심의 문화중심 공원으로 조성되었다. ,http://gil.seoul.go.kr/view/course/2014/02/27/9925263618369854.zip,중랑캠핑숲나들길,07:31.0, 중랑캠핑숲입구~망우산공원입구~나들이공원,823,망우산공원 입구,209882.2716,455482.9325, 망우산공원 입구는 아차산과도 이어져 있지만 중랑캠핑숲 코스와도 연결되어있다. 망우산공원에는 서울시내 3대 마라톤 훈련 명소가 있으며 서울시 우수조명명소가 있어 사람들이 즐겨 찾는 공원이다.
1000,생태문화길,2,강북,중랑구,5.68km,2시간,1,0,6호선7호선,진입로 1 : 태릉입구역 지하철 6 7호선 8번 출구 <br />    진입로 2 : 사가정역 지하철 7호선 3번 출구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 중랑천제방은 이렇다 할 공원ㆍ녹지공간이 없는 중랑천 일대의 주민들에게 휴식과 운동 여가를 제공해주는 중요한 코스이다.,http://gil.seoul.go.kr/view/course/2014/06/30/3024988666970813.zip,중랑천제방장미 벚꽃길,57:29.0, 사각문~묵동수림공원~수림대장미원,815,지하철정류장(태릉입구역8번출입구),206647.0401,457570.5445,지하철정류장(태릉입구역8번출입구)
1000,생태문화길,2,강북,중랑구,5.68km,2시간,1,0,6호선7호선,진입로 1 : 태릉입구역 지하철 6 7호선 8번 출구 <br />    진입로 2 : 사가정역 지하철 7호선 3번 출구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 중랑천제방은 이렇다 할 공원ㆍ녹지공간이 없는 중랑천 일대의 주민들에게 휴식과 운동 여가를 제공해주는 중요한 코스이다.,http://gil.seoul.go.kr/view/course/2014/06/30/3024988666970813.zip,중랑천제방장미 벚꽃길,57:29.0, 사각문~묵동수림공원~수림대장미원,816,지하철정류장(사가정역3번출입구),207806.107,453442.7309,지하철정류장(사가정역3번출입구)
1000,생태문화길,2,강북,중랑구,5.68km,2시간,1,0,6호선7호선,진입로 1 : 태릉입구역 지하철 6 7호선 8번 출구 <br />    진입로 2 : 사가정역 지하철 7호선 3번 출구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 중랑천제방은 이렇다 할 공원ㆍ녹지공간이 없는 중랑천 일대의 주민들에게 휴식과 운동 여가를 제공해주는 중요한 코스이다.,http://gil.seoul.go.kr/view/course/2014/06/30/3024988666970813.zip,중랑천제방장미 벚꽃길,57:29.0, 사각문~묵동수림공원~수림대장미원,817,사각문,206556.5229,457399.0189, 장미터널을 조성해 시민들에게 볼거리를 제공한다.
1000,생태문화길,2,강북,중랑구,5.68km,2시간,1,0,6호선7호선,진입로 1 : 태릉입구역 지하철 6 7호선 8번 출구 <br />    진입로 2 : 사가정역 지하철 7호선 3번 출구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 중랑천제방은 이렇다 할 공원ㆍ녹지공간이 없는 중랑천 일대의 주민들에게 휴식과 운동 여가를 제공해주는 중요한 코스이다.,http://gil.seoul.go.kr/view/course/2014/06/30/3024988666970813.zip,중랑천제방장미 벚꽃길,57:29.0, 사각문~묵동수림공원~수림대장미원,818,묵동수림공원,206454.1134,457278.6493,주민들이 광장에서 간단한 운동을 즐기고 휴식공간과 장미 조형물들이 있어 볼거리를 제공한다.
1000,생태문화길,2,강북,중랑구,5.68km,2시간,1,0,6호선7호선,진입로 1 : 태릉입구역 지하철 6 7호선 8번 출구 <br />    진입로 2 : 사가정역 지하철 7호선 3번 출구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 중랑천제방은 이렇다 할 공원ㆍ녹지공간이 없는 중랑천 일대의 주민들에게 휴식과 운동 여가를 제공해주는 중요한 코스이다.,http://gil.seoul.go.kr/view/course/2014/06/30/3024988666970813.zip,중랑천제방장미 벚꽃길,57:29.0, 사각문~묵동수림공원~수림대장미원,819,수림대 장미원,206480.8801,456237.1048,4500여주에 이르는 장미꽃을 배경으로 사진을 찍을 수 있는 포토존이 있으며 밤에는 활짝 핀 장미꽃에 조명을 비추어 화려한 야간 경관을 연출하고 있다. 아이들이 좋아하는 만화캐릭터를 소재로 하여 만든 토피어리와 소규모 공연을 할 수 있는 무대도 마련되어 있다.
